"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"1911_s_at"	"0.89118"	"1.37e-02"	"-3.256157"	"-2.6752"	"-0.8168045"	"GADD45A"	"growth arrest and DNA damage inducible alpha"
"41489_at"	"0.89118"	"1.37e-02"	"-3.254896"	"-2.6769"	"-0.505426"	"TLE1"	"transducin like enhancer of split 1"
"38356_at"	"0.89118"	"1.39e-02"	"3.243822"	"-2.6914"	"0.6805285"	"FST"	"follistatin"
"41735_at"	"0.89118"	"1.40e-02"	"-3.241607"	"-2.6943"	"-0.5487635"	"DENND3"	"DENN domain containing 3"
"32078_at"	"0.89118"	"1.40e-02"	"-3.240958"	"-2.6951"	"-0.5359385"	"NEDD4"	"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase"
"36454_at"	"0.89118"	"1.40e-02"	"-3.236947"	"-2.7004"	"-1.396174"	"CA12"	"carbonic anhydrase 12"
"40861_at"	"0.89118"	"1.41e-02"	"-3.236279"	"-2.7013"	"-0.586281"	"MORF4L2"	"mortality factor 4 like 2"
"689_at"	"0.89118"	"1.41e-02"	"-3.233182"	"-2.7053"	"-0.491834"	"CDR2L"	"cerebellar degeneration related protein 2 like"
"870_f_at"	"0.89118"	"1.41e-02"	"-3.231911"	"-2.707"	"-0.524784"	"MT3"	"metallothionein 3"
"40607_at"	"0.89118"	"1.43e-02"	"-3.223906"	"-2.7175"	"-0.851469"	"DPYSL2"	"dihydropyrimidinase like 2"
"40137_at"	"0.89118"	"1.43e-02"	"-3.223426"	"-2.7181"	"-0.539932"	"PTPN1"	"protein tyrosine phosphatase, non-receptor type 1"
"32612_at"	"0.89118"	"1.43e-02"	"-3.222793"	"-2.719"	"-0.5171315"	"GSN"	"gelsolin"
"1490_at"	"0.91037"	"1.47e-02"	"-3.204046"	"-2.7436"	"-1.2491765"	"MYCL"	"v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog"
"39597_at"	"0.92564"	"1.51e-02"	"-3.184129"	"-2.7698"	"-1.0570015"	"ABLIM3"	"actin binding LIM protein family member 3"
"33752_at"	"0.92564"	"1.52e-02"	"3.181983"	"-2.7727"	"0.567892"	"IVNS1ABP"	"influenza virus NS1A binding protein"
"2082_s_at"	"0.92564"	"1.52e-02"	"-3.181759"	"-2.773"	"-0.5395825"	"CDH1"	"cadherin 1"
"38098_at"	"0.93472"	"1.54e-02"	"-3.171372"	"-2.7867"	"-1.307508"	"LPIN1"	"lipin 1"
"33807_at"	"0.93606"	"1.55e-02"	"-3.166935"	"-2.7925"	"-0.5080365"	"PLEKHA6"	"pleckstrin homology domain containing A6"
"35705_at"	"0.94509"	"1.57e-02"	"-3.15578"	"-2.8073"	"-0.5293205"	"NR1D2"	"nuclear receptor subfamily 1 group D member 2"
"37544_at"	"0.94509"	"1.58e-02"	"3.15333"	"-2.8105"	"0.780012"	"NFIL3"	"nuclear factor, interleukin 3 regulated"
"31343_at"	"0.95401"	"1.60e-02"	"-3.143298"	"-2.8238"	"-0.7115015"	"IL1RN"	"interleukin 1 receptor antagonist"
"35488_at"	"0.97351"	"1.64e-02"	"-3.125593"	"-2.8472"	"-0.4698355"	"SNAPC1"	"small nuclear RNA activating complex polypeptide 1"
"32107_at"	"0.97373"	"1.65e-02"	"3.121454"	"-2.8527"	"0.4755415"	"C2CD2"	"C2 calcium dependent domain containing 2"
"41771_g_at"	"0.97373"	"1.66e-02"	"-3.118812"	"-2.8562"	"-0.927544"	"MAOA"	"monoamine oxidase A"
"588_at"	"0.98158"	"1.68e-02"	"-3.107653"	"-2.8711"	"-0.489291"	"PTPN1"	"protein tyrosine phosphatase, non-receptor type 1"
"37005_at"	"0.98158"	"1.70e-02"	"-3.101088"	"-2.8798"	"-0.5389535"	"MINOS1-NBL1///NBL1"	"MINOS1-NBL1 readthrough///neuroblastoma 1, DAN family BMP antagonist"
"160030_at"	"0.98158"	"1.70e-02"	"-3.100265"	"-2.8809"	"-0.54959"	"GHR"	"growth hormone receptor"
"33235_at"	"0.98158"	"1.70e-02"	"3.100071"	"-2.8811"	"0.46973"	"NAV3"	"neuron navigator 3"
"35105_at"	"0.99658"	"1.74e-02"	"-3.086128"	"-2.8997"	"-0.7396005"	"SCEL"	"sciellin"
"1826_at"	"0.9997"	"1.78e-02"	"-3.06875"	"-2.9228"	"-0.619148"	"RHOB"	"ras homolog family member B"
"35977_at"	"0.9997"	"1.79e-02"	"-3.063775"	"-2.9295"	"-1.815937"	"DKK1"	"dickkopf WNT signaling pathway inhibitor 1"
"33755_at"	"0.9997"	"1.81e-02"	"-3.056936"	"-2.9386"	"-0.4560685"	"OSBPL3"	"oxysterol binding protein like 3"
"41856_at"	"0.9997"	"1.82e-02"	"-3.053357"	"-2.9434"	"-0.49276"	"UNC5B"	"unc-5 netrin receptor B"
"40936_at"	"0.9997"	"1.84e-02"	"-3.045398"	"-2.954"	"-0.620893"	"LOC101929500///CRIM1"	"uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1"
"1887_g_at"	"0.9997"	"1.85e-02"	"3.041865"	"-2.9587"	"0.5606785"	"WNT7A"	"Wnt family member 7A"
"32919_at"	"0.9997"	"1.85e-02"	"3.040275"	"-2.9608"	"0.520565"	"AMIGO2"	"adhesion molecule with Ig like domain 2"
"41271_at"	"0.9997"	"1.86e-02"	"-3.037026"	"-2.9652"	"-0.7183555"	"SLC7A8"	"solute carrier family 7 member 8"
"32855_at"	"0.9997"	"1.87e-02"	"3.035514"	"-2.9672"	"0.8413325"	"LDLR"	"low density lipoprotein receptor"
"32293_at"	"0.9997"	"1.88e-02"	"-3.029378"	"-2.9754"	"-0.488388"	"LHCGR"	"luteinizing hormone/choriogonadotropin receptor"
"38328_at"	"0.9997"	"1.90e-02"	"-3.021129"	"-2.9864"	"-0.494024"	"SLC25A13"	"solute carrier family 25 member 13"
"36097_at"	"0.9997"	"1.91e-02"	"3.018823"	"-2.9895"	"0.842294"	"IER2"	"immediate early response 2"
"34777_at"	"0.9997"	"1.93e-02"	"-3.012953"	"-2.9974"	"-0.54304"	"ADM"	"adrenomedullin"
"34886_at"	"0.9997"	"1.94e-02"	"-3.007457"	"-3.0047"	"-0.6361065"	"RDX"	"radixin"
"35703_at"	"0.9997"	"1.95e-02"	"3.005947"	"-3.0068"	"0.721821"	"PDGFA"	"platelet derived growth factor subunit A"
"40698_at"	"0.9997"	"1.97e-02"	"2.996226"	"-3.0198"	"0.517578"	"CLEC2B"	"C-type lectin domain family 2 member B"
"39525_at"	"0.9997"	"1.99e-02"	"-2.990087"	"-3.028"	"-0.5137625"	"PLEKHB2"	"pleckstrin homology domain containing B2"
"2033_s_at"	"0.9997"	"2.01e-02"	"-2.984847"	"-3.0351"	"-0.5865345"	"WEE1"	"WEE1 G2 checkpoint kinase"
"39897_at"	"0.9997"	"2.01e-02"	"-2.984213"	"-3.0359"	"-0.477726"	"YTHDC1"	"YTH domain containing 1"
"39120_at"	"0.9997"	"2.01e-02"	"-2.982445"	"-3.0383"	"-0.890231"	"MT1X"	"metallothionein 1X"
"37603_at"	"0.9997"	"2.03e-02"	"-2.974837"	"-3.0485"	"-0.6514835"	"IL1RN"	"interleukin 1 receptor antagonist"
"33150_at"	"0.9997"	"2.08e-02"	"2.958029"	"-3.0711"	"0.560822"	"UTP3"	"UTP3, small subunit processome component homolog (S. cerevisiae)"
"31830_s_at"	"0.9997"	"2.10e-02"	"2.951057"	"-3.0805"	"0.550363"	"SMTN"	"smoothelin"
"38642_at"	"0.9997"	"2.13e-02"	"-2.943047"	"-3.0913"	"-0.691139"	"ALCAM"	"activated leukocyte cell adhesion molecule"
"41695_at"	"0.9997"	"2.13e-02"	"-2.941264"	"-3.0937"	"-0.4958145"	"ZBTB43"	"zinc finger and BTB domain containing 43"
"38903_at"	"0.9997"	"2.15e-02"	"2.936806"	"-3.0997"	"0.458979"	"GJB5"	"gap junction protein beta 5"
"37159_at"	"0.9997"	"2.15e-02"	"-2.934908"	"-3.1022"	"-0.5409385"	"AHDC1"	"AT-hook DNA binding motif containing 1"
"37933_at"	"0.9997"	"2.16e-02"	"2.93304"	"-3.1048"	"0.487435"	"RBBP6"	"RB binding protein 6, ubiquitin ligase"
"213_at"	"0.9997"	"2.16e-02"	"-2.932463"	"-3.1055"	"-0.9588585"	"ROR1"	"receptor tyrosine kinase like orphan receptor 1"
"32242_at"	"0.9997"	"2.25e-02"	"-2.905081"	"-3.1425"	"-1.1355395"	"CRYAB"	"crystallin alpha B"
"32869_at"	"0.9997"	"2.26e-02"	"-2.901308"	"-3.1476"	"-0.4323645"	"MRE11A"	"MRE11 homolog A, double strand break repair nuclease"
"40581_at"	"0.9997"	"2.30e-02"	"-2.889209"	"-3.1639"	"-0.560467"	"TRIO"	"trio Rho guanine nucleotide exchange factor"
"35301_at"	"0.9997"	"2.30e-02"	"2.888985"	"-3.1642"	"0.502024"	"CRKL"	"CRK like proto-oncogene, adaptor protein"
"32588_s_at"	"0.9997"	"2.31e-02"	"2.887625"	"-3.1661"	"0.499253"	"ZFP36L2"	"ZFP36 ring finger protein like 2"
"41362_at"	"0.9997"	"2.32e-02"	"-2.883707"	"-3.1714"	"-0.473103"	"ABCG1"	"ATP binding cassette subfamily G member 1"
"35909_at"	"0.9997"	"2.35e-02"	"2.873742"	"-3.1848"	"0.8602005"	"PHLDA1"	"pleckstrin homology like domain family A member 1"
"37718_at"	"0.9997"	"2.37e-02"	"-2.868192"	"-3.1924"	"-0.5995795"	"SNRK"	"SNF related kinase"
"35618_at"	"0.9997"	"2.38e-02"	"-2.864767"	"-3.197"	"-0.6011685"	"HELZ"	"helicase with zinc finger"
"38134_at"	"0.9997"	"2.41e-02"	"-2.857452"	"-3.2069"	"-0.442951"	"PLAG1"	"PLAG1 zinc finger"
"41447_at"	"0.9997"	"2.44e-02"	"2.84678"	"-3.2214"	"0.6069095"	"CHSY1"	"chondroitin sulfate synthase 1"
"32275_at"	"0.9997"	"2.52e-02"	"-2.826791"	"-3.2485"	"-0.5587975"	"SLPI"	"secretory leukocyte peptidase inhibitor"
"38143_at"	"0.9997"	"2.52e-02"	"-2.825308"	"-3.2505"	"-0.4995435"	"KLK7"	"kallikrein related peptidase 7"
"35362_at"	"0.9997"	"2.58e-02"	"2.808392"	"-3.2735"	"0.472769"	"MYO10"	"myosin X"
"38428_at"	"0.9997"	"2.59e-02"	"2.80813"	"-3.2738"	"1.114912"	"MMP1"	"matrix metallopeptidase 1"
"32786_at"	"0.9997"	"2.62e-02"	"2.800218"	"-3.2846"	"0.595564"	"JUNB"	"JunB proto-oncogene, AP-1 transcription factor subunit"
"37578_at"	"0.9997"	"2.63e-02"	"2.795471"	"-3.291"	"0.5085625"	"AFAP1"	"actin filament associated protein 1"
"40552_s_at"	"0.9997"	"2.65e-02"	"2.791682"	"-3.2962"	"0.419821"	""	""
"33630_s_at"	"0.9997"	"2.66e-02"	"-2.789601"	"-3.299"	"-0.413717"	"SPTBN2"	"spectrin beta, non-erythrocytic 2"
"40049_at"	"0.9997"	"2.73e-02"	"-2.770956"	"-3.3244"	"-0.4321005"	"DAPK1"	"death associated protein kinase 1"
"41469_at"	"0.9997"	"2.74e-02"	"-2.768218"	"-3.3281"	"-0.5478585"	"PI3"	"peptidase inhibitor 3"
"31805_at"	"0.9997"	"2.76e-02"	"-2.762301"	"-3.3362"	"-0.8316675"	"FGFR3"	"fibroblast growth factor receptor 3"
"38581_at"	"0.9997"	"2.81e-02"	"-2.749979"	"-3.353"	"-0.500489"	"GNAQ"	"G protein subunit alpha q"
"37391_at"	"0.9997"	"2.84e-02"	"2.743061"	"-3.3624"	"0.508735"	"CTSL"	"cathepsin L"
"32134_at"	"0.9997"	"2.87e-02"	"-2.735576"	"-3.3726"	"-0.4173685"	"TES"	"testin LIM domain protein"
"AFFX-HSAC07/X00351_3_st"	"0.9997"	"2.89e-02"	"2.732518"	"-3.3768"	"0.6317855"	"ACTB"	"actin beta"
"36970_at"	"0.9997"	"2.89e-02"	"-2.731987"	"-3.3775"	"-0.4274375"	"GSE1"	"Gse1 coiled-coil protein"
"40834_at"	"0.9997"	"2.90e-02"	"-2.728224"	"-3.3826"	"-0.6954545"	"PDZD2"	"PDZ domain containing 2"
"38996_at"	"0.9997"	"2.92e-02"	"2.723099"	"-3.3896"	"0.471095"	"ERF"	"ETS2 repressor factor"
"33897_at"	"0.9997"	"2.93e-02"	"2.721594"	"-3.3917"	"0.4261045"	"PI4K2A"	"phosphatidylinositol 4-kinase type 2 alpha"
"38783_at"	"0.9997"	"2.95e-02"	"-2.718059"	"-3.3965"	"-0.430996"	"MUC1"	"mucin 1, cell surface associated"
"41871_at"	"0.9997"	"2.96e-02"	"-2.714527"	"-3.4013"	"-0.589022"	"PDPN"	"podoplanin"
"34319_at"	"0.9997"	"2.98e-02"	"-2.709545"	"-3.4081"	"-0.523194"	"S100P"	"S100 calcium binding protein P"
"32587_at"	"0.9997"	"3.03e-02"	"2.698752"	"-3.4229"	"0.645037"	"ZFP36L2"	"ZFP36 ring finger protein like 2"
"39548_at"	"0.9997"	"3.06e-02"	"-2.692813"	"-3.431"	"-0.501217"	"NPAS2"	"neuronal PAS domain protein 2"
"32165_at"	"0.9997"	"3.11e-02"	"2.68146"	"-3.4465"	"0.760558"	"SRSF7"	"serine and arginine rich splicing factor 7"
"40448_at"	"0.9997"	"3.11e-02"	"-2.680495"	"-3.4478"	"-0.9548485"	"ZFP36"	"ZFP36 ring finger protein"
"659_g_at"	"0.9997"	"3.13e-02"	"-2.676572"	"-3.4532"	"-0.5663895"	"THBS2"	"thrombospondin 2"
"1787_at"	"0.9997"	"3.13e-02"	"-2.675716"	"-3.4544"	"-1.5984745"	"CDKN1C"	"cyclin dependent kinase inhibitor 1C"
"36617_at"	"0.9997"	"3.14e-02"	"2.674234"	"-3.4564"	"0.9533345"	"ID1"	"inhibitor of DNA binding 1, HLH protein"
"32856_at"	"0.9997"	"3.14e-02"	"-2.673684"	"-3.4572"	"-0.4169955"	"MICAL3"	"microtubule associated monooxygenase, calponin and LIM domain containing 3"
"40790_at"	"0.9997"	"3.16e-02"	"2.669124"	"-3.4634"	"1.201426"	"BHLHE40"	"basic helix-loop-helix family member e40"
"34749_at"	"0.9997"	"3.20e-02"	"-2.661298"	"-3.4741"	"-0.400029"	"SLC31A2"	"solute carrier family 31 member 2"
"39950_at"	"0.9997"	"3.22e-02"	"-2.658021"	"-3.4786"	"-1.0872525"	"SMPDL3A"	"sphingomyelin phosphodiesterase acid like 3A"
"39829_at"	"0.9997"	"3.22e-02"	"2.65783"	"-3.4789"	"0.5103325"	"ARL4C"	"ADP ribosylation factor like GTPase 4C"
"39310_at"	"0.9997"	"3.23e-02"	"2.655034"	"-3.4827"	"0.4651"	"BDKRB2"	"bradykinin receptor B2"
"33880_at"	"0.9997"	"3.24e-02"	"-2.652176"	"-3.4866"	"-0.7339335"	"ACSL3"	"acyl-CoA synthetase long-chain family member 3"
"36111_s_at"	"0.9997"	"3.27e-02"	"2.647227"	"-3.4934"	"0.4032385"	"MIR636///SRSF2"	"microRNA 636///serine and arginine rich splicing factor 2"
"34252_at"	"0.9997"	"3.28e-02"	"2.645335"	"-3.496"	"0.4232365"	"AKIRIN2"	"akirin 2"
"38202_at"	"0.9997"	"3.28e-02"	"2.64496"	"-3.4965"	"0.405076"	"FAT2"	"FAT atypical cadherin 2"
"36551_at"	"0.9997"	"3.28e-02"	"-2.644288"	"-3.4974"	"-0.6301915"	"C12orf29"	"chromosome 12 open reading frame 29"
"40074_at"	"0.9997"	"3.30e-02"	"-2.639605"	"-3.5038"	"-0.40619"	"MTHFD2"	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"39541_at"	"0.9997"	"3.33e-02"	"-2.633268"	"-3.5125"	"-0.4488395"	"HEG1"	"heart development protein with EGF like domains 1"
"700_s_at"	"0.9997"	"3.34e-02"	"-2.63171"	"-3.5146"	"-0.5171745"	"MUC1"	"mucin 1, cell surface associated"
"40765_at"	"0.9997"	"3.34e-02"	"-2.631335"	"-3.5151"	"-0.552795"	"LOC102724985///PDXDC1"	"pyridoxal-dependent decarboxylase domain-containing protein 1///pyridoxal dependent decarboxylase domain containing 1"
"40375_at"	"0.9997"	"3.36e-02"	"2.627526"	"-3.5204"	"0.9081805"	"EGR3"	"early growth response 3"
"37837_at"	"0.9997"	"3.36e-02"	"-2.627457"	"-3.5204"	"-0.4667465"	"ADNP2"	"ADNP homeobox 2"
"33720_at"	"0.9997"	"3.37e-02"	"2.626767"	"-3.5214"	"0.436842"	"PNO1"	"partner of NOB1 homolog"
"39076_s_at"	"0.9997"	"3.41e-02"	"2.618851"	"-3.5322"	"0.401145"	"DRAP1"	"DR1 associated protein 1"
"40570_at"	"0.9997"	"3.42e-02"	"-2.615285"	"-3.5371"	"-0.558255"	"FOXO1"	"forkhead box O1"
"39428_at"	"0.9997"	"3.45e-02"	"2.610627"	"-3.5435"	"0.4861135"	"SH2B3"	"SH2B adaptor protein 3"
"38944_at"	"0.9997"	"3.47e-02"	"2.605713"	"-3.5502"	"0.4289375"	"SMAD3"	"SMAD family member 3"
"32719_at"	"0.9997"	"3.47e-02"	"2.605468"	"-3.5506"	"0.526538"	"NRG1"	"neuregulin 1"
"38631_at"	"0.9997"	"3.48e-02"	"2.605056"	"-3.5511"	"0.394538"	"TNFAIP2"	"TNF alpha induced protein 2"
"37563_at"	"0.9997"	"3.48e-02"	"-2.604739"	"-3.5516"	"-0.4538165"	"SRGAP3"	"SLIT-ROBO Rho GTPase activating protein 3"
"37027_at"	"0.9997"	"3.49e-02"	"-2.602621"	"-3.5545"	"-0.4084425"	"AHNAK"	"AHNAK nucleoprotein"
"41772_at"	"0.9997"	"3.52e-02"	"-2.596779"	"-3.5625"	"-0.9968165"	"MAOA"	"monoamine oxidase A"
"41257_at"	"0.9997"	"3.52e-02"	"-2.596541"	"-3.5628"	"-0.470954"	"CAST"	"calpastatin"
"34732_at"	"0.9997"	"3.52e-02"	"-2.595384"	"-3.5644"	"-0.644797"	"KIF5B"	"kinesin family member 5B"
"41791_at"	"0.9997"	"3.53e-02"	"2.593771"	"-3.5666"	"0.39202"	"C16orf62"	"chromosome 16 open reading frame 62"
"41189_at"	"0.9997"	"3.54e-02"	"2.591535"	"-3.5697"	"0.450061"	"TNFRSF25"	"TNF receptor superfamily member 25"
"41144_g_at"	"0.9997"	"3.58e-02"	"-2.584147"	"-3.5798"	"-0.3887345"	"CALM3///CALM2///CALM1"	"calmodulin 3///calmodulin 2///calmodulin 1"
"37674_at"	"0.9997"	"3.60e-02"	"2.581784"	"-3.5831"	"0.418659"	"ALAS1"	"5'-aminolevulinate synthase 1"
"312_s_at"	"0.9997"	"3.61e-02"	"-2.57864"	"-3.5874"	"-0.442958"	"PTK2"	"protein tyrosine kinase 2"
"37351_at"	"0.9997"	"3.63e-02"	"2.575789"	"-3.5913"	"0.724951"	"UPP1"	"uridine phosphorylase 1"
"39118_at"	"0.9997"	"3.65e-02"	"2.571507"	"-3.5972"	"0.7052855"	"DNAJA1"	"DnaJ heat shock protein family (Hsp40) member A1"
"AFFX-BioB-3_st"	"0.9997"	"3.66e-02"	"-2.569345"	"-3.6001"	"-0.450352"	""	""
"35886_at"	"0.9997"	"3.68e-02"	"-2.566209"	"-3.6044"	"-0.4719165"	"PACSIN2"	"protein kinase C and casein kinase substrate in neurons 2"
"1697_s_at"	"0.9997"	"3.70e-02"	"2.561673"	"-3.6107"	"0.4199685"	"PTPRJ"	"protein tyrosine phosphatase, receptor type J"
"37938_at"	"0.9997"	"3.71e-02"	"2.560905"	"-3.6117"	"0.3771435"	"DNTTIP2"	"deoxynucleotidyltransferase terminal interacting protein 2"
"34314_at"	"0.9997"	"3.71e-02"	"-2.559643"	"-3.6134"	"-0.3881135"	"RRM1"	"ribonucleotide reductase catalytic subunit M1"
"40841_at"	"0.9997"	"3.73e-02"	"-2.556063"	"-3.6184"	"-0.4461905"	"TACC1"	"transforming acidic coiled-coil containing protein 1"
"943_at"	"0.9997"	"3.74e-02"	"2.555296"	"-3.6194"	"0.5480465"	"LOC101928269///LOC100506403///RUNX1"	"uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1"
"34898_at"	"0.9997"	"3.77e-02"	"2.548825"	"-3.6283"	"1.231724"	"AREG"	"amphiregulin"
"32522_f_at"	"0.9997"	"3.79e-02"	"-2.54509"	"-3.6334"	"-0.4533585"	"CLTB"	"clathrin light chain B"
"31692_at"	"0.9997"	"3.80e-02"	"2.543849"	"-3.6351"	"0.739361"	"HSPA1L///HSPA1B///HSPA1A"	"heat shock protein family A (Hsp70) member 1 like///heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A"
"36987_at"	"0.9997"	"3.81e-02"	"-2.541597"	"-3.6382"	"-0.4545545"	"LMNB2"	"lamin B2"
"41129_at"	"0.9997"	"3.86e-02"	"2.532919"	"-3.6501"	"0.4303345"	"TMEM41B"	"transmembrane protein 41B"
"1934_s_at"	"0.9997"	"3.91e-02"	"2.524652"	"-3.6615"	"0.4659615"	"VEGFC"	"vascular endothelial growth factor C"
"242_at"	"0.9997"	"3.91e-02"	"-2.524177"	"-3.6621"	"-0.4120265"	"MAP4"	"microtubule associated protein 4"
"39946_at"	"0.9997"	"3.95e-02"	"-2.517669"	"-3.6711"	"-0.401837"	"REG3A"	"regenerating family member 3 alpha"
"33796_at"	"0.9997"	"3.96e-02"	"-2.515978"	"-3.6734"	"-1.072069"	"ARL4A"	"ADP ribosylation factor like GTPase 4A"
"32509_at"	"0.9997"	"4.02e-02"	"2.50659"	"-3.6863"	"0.389587"	"PRRC2C"	"proline rich coiled-coil 2C"
"37281_at"	"0.9997"	"4.03e-02"	"-2.504108"	"-3.6897"	"-0.40435"	"PIEZO1"	"piezo type mechanosensitive ion channel component 1"
"1152_i_at"	"0.9997"	"4.03e-02"	"-2.504089"	"-3.6897"	"-0.4579255"	"CGB2///CGB1///CGB8///CGB7///CGB5///CGB3"	"chorionic gonadotropin beta subunit 2///chorionic gonadotropin beta subunit 1///chorionic gonadotropin beta subunit 8///chorionic gonadotropin beta subunit 7///chorionic gonadotropin beta subunit 5///chorionic gonadotropin beta subunit 3"
"35258_f_at"	"0.9997"	"4.04e-02"	"2.503251"	"-3.6909"	"0.5469505"	"SCAF11"	"SR-related CTD associated factor 11"
"41523_at"	"0.9997"	"4.04e-02"	"2.502861"	"-3.6914"	"0.469345"	"RAB32"	"RAB32, member RAS oncogene family"
"37240_at"	"0.9997"	"4.04e-02"	"2.502167"	"-3.6924"	"0.3849125"	"HARS2"	"histidyl-tRNA synthetase 2, mitochondrial"
"35803_at"	"0.9997"	"4.09e-02"	"2.494236"	"-3.7033"	"0.70289"	"RND3"	"Rho family GTPase 3"
"1130_at"	"0.9997"	"4.10e-02"	"-2.493134"	"-3.7048"	"-0.443623"	"MAP2K1"	"mitogen-activated protein kinase kinase 1"
"35937_at"	"0.9997"	"4.12e-02"	"-2.489715"	"-3.7095"	"-0.465354"	"MICB"	"MHC class I polypeptide-related sequence B"
"35885_at"	"0.9997"	"4.13e-02"	"-2.48749"	"-3.7125"	"-0.398439"	"USP9Y"	"ubiquitin specific peptidase 9, Y-linked"
"40113_at"	"0.9997"	"4.16e-02"	"2.482977"	"-3.7187"	"0.374883"	"TRIB2"	"tribbles pseudokinase 2"
"32251_at"	"0.9997"	"4.18e-02"	"-2.47954"	"-3.7234"	"-0.6259605"	"TCEAL4"	"transcription elongation factor A like 4"
"36048_at"	"0.9997"	"4.18e-02"	"-2.479162"	"-3.724"	"-0.4682805"	"ZNF318"	"zinc finger protein 318"
"38269_at"	"0.9997"	"4.22e-02"	"2.472802"	"-3.7327"	"0.3639455"	"PRKD2"	"protein kinase D2"
"41870_at"	"0.9997"	"4.26e-02"	"-2.46689"	"-3.7408"	"-0.393399"	"PDPN"	"podoplanin"
"41530_at"	"0.9997"	"4.28e-02"	"2.463298"	"-3.7458"	"0.592239"	"ACAA2"	"acetyl-CoA acyltransferase 2"
"40088_at"	"0.9997"	"4.29e-02"	"2.461191"	"-3.7487"	"0.3720265"	"NRIP1"	"nuclear receptor interacting protein 1"
"36135_at"	"0.9997"	"4.31e-02"	"2.458421"	"-3.7525"	"0.512734"	"MIR6733///EBNA1BP2"	"microRNA 6733///EBNA1 binding protein 2"
"33193_at"	"0.9997"	"4.32e-02"	"-2.457803"	"-3.7533"	"-0.3826405"	"WIPI1"	"WD repeat domain, phosphoinositide interacting 1"
"33849_at"	"0.9997"	"4.32e-02"	"-2.457802"	"-3.7533"	"-0.5292175"	"NAMPT"	"nicotinamide phosphoribosyltransferase"
"40024_at"	"0.9997"	"4.32e-02"	"2.457221"	"-3.7541"	"0.3886465"	"STAC"	"SH3 and cysteine rich domain"
"1507_s_at"	"0.9997"	"4.32e-02"	"2.457064"	"-3.7543"	"0.397551"	"EDNRA"	"endothelin receptor type A"
"33328_at"	"0.9997"	"4.33e-02"	"-2.455596"	"-3.7563"	"-0.6600635"	"HEG1"	"heart development protein with EGF like domains 1"
"41524_at"	"0.9997"	"4.36e-02"	"2.451044"	"-3.7626"	"0.3836275"	"INPP1"	"inositol polyphosphate-1-phosphatase"
"38555_at"	"0.9997"	"4.39e-02"	"-2.446195"	"-3.7693"	"-0.3872275"	"DUSP10"	"dual specificity phosphatase 10"
"36829_at"	"0.9997"	"4.40e-02"	"-2.444282"	"-3.7719"	"-0.3665755"	"MIR6883///PER1"	"microRNA 6883///period circadian clock 1"
"35766_at"	"0.9997"	"4.41e-02"	"2.443575"	"-3.7729"	"0.4703305"	"KRT18"	"keratin 18"
"1242_at"	"0.9997"	"4.42e-02"	"2.44192"	"-3.7751"	"0.422409"	"ERF"	"ETS2 repressor factor"
"32668_at"	"0.9997"	"4.43e-02"	"-2.440622"	"-3.7769"	"-0.549142"	"SSBP2"	"single stranded DNA binding protein 2"
"39697_at"	"0.9997"	"4.44e-02"	"-2.439006"	"-3.7791"	"-0.592704"	"HSD11B2"	"hydroxysteroid 11-beta dehydrogenase 2"
"38700_at"	"0.9997"	"4.44e-02"	"2.438087"	"-3.7804"	"0.3934805"	"CSRP1"	"cysteine and glycine rich protein 1"
"39492_at"	"0.9997"	"4.45e-02"	"2.437397"	"-3.7814"	"0.362655"	"INE2"	"inactivation escape 2 (non-protein coding)"
"40946_at"	"0.9997"	"4.46e-02"	"2.436088"	"-3.7832"	"0.3682765"	"ISG20L2"	"interferon stimulated exonuclease gene 20 like 2"
"1148_s_at"	"0.9997"	"4.46e-02"	"2.436021"	"-3.7832"	"0.5239215"	"NRG1"	"neuregulin 1"
"956_at"	"0.9997"	"4.46e-02"	"2.435155"	"-3.7844"	"0.6086865"	"TUBB4B"	"tubulin beta 4B class IVb"
"38973_at"	"0.9997"	"4.48e-02"	"-2.432466"	"-3.7881"	"-0.519499"	"HIC2"	"hypermethylated in cancer 2"
"39172_at"	"0.9997"	"4.49e-02"	"2.431345"	"-3.7897"	"0.4503455"	"ADO"	"2-aminoethanethiol dioxygenase"
"39029_at"	"0.9997"	"4.49e-02"	"2.430591"	"-3.7907"	"0.387244"	"BUD31"	"BUD31 homolog"
"41229_at"	"0.9997"	"4.53e-02"	"-2.425262"	"-3.798"	"-0.3619105"	"NFIB"	"nuclear factor I B"
"1012_at"	"0.9997"	"4.57e-02"	"2.418306"	"-3.8076"	"0.3747855"	"KAT2B"	"lysine acetyltransferase 2B"
"34350_at"	"0.9997"	"4.59e-02"	"-2.416486"	"-3.8101"	"-0.4230545"	"CLIP1"	"CAP-Gly domain containing linker protein 1"
